uniqueID,Search,Title,Authors,Source Title,Publication Date,Publication Year,Volume,Issue,Beginning Page,Ending Page,DOI,Total Citations,Average per Year
1433,A,"Long-term Trade-Offs Among Herbage Growth, Animal Production, and Supplementary Feeding in Heavily Grazed Mediterranean Grassland","Henkin, Zalmen; Ungar, Eugene D.; Perevolotsky, Avi; Gutman, Mario; Yehuda, Yehuda; Dolev, Amit; Landau, Serge Y.; Sternberg, Marcelo; Seligman, No'am G.",RANGELAND ECOLOGY & MANAGEMENT,Jul-15,2015,68,4,332,340,10.1016/j.rama.2015.05.003,5,1.25
1434,A,Long-term livestock exclusion facilitates native woody plant encroachment in a sandy semiarid rangeland,"Su, Hua; Liu, Wei; Xu, Hong; Wang, Zongshuai; Zhang, Huifang; Hu, Haixiao; Li, Yonggeng",ECOLOGY AND EVOLUTION,Jun-15,2015,5,12,2445,2456,10.1002/ece3.1531,5,1.25
1435,A,Impact of ungulate exclusion on understorey succession in relation to forest management in the Intermountain Western United States,"Pekin, Burak K.; Endress, Bryan A.; Wisdom, Michael J.; Naylor, Bridgett J.; Parks, Catherine G.",APPLIED VEGETATION SCIENCE,Apr-15,2015,18,2,252,260,10.1111/avsc.12145,5,1.25
1436,A,Does EO NDVI seasonal metrics capture variations in species composition and biomass due to grazing in semi-arid grassland savannas?,"Olsen, J. L.; Miehe, S.; Ceccato, P.; Fensholt, R.",BIOGEOSCIENCES,2015,2015,12,14,4407,4419,10.5194/bg-12-4407-2015,5,1.25
1437,A,"Effect of a grazing ban on restoring the degraded alpine meadows of Northern Tibet, China","Zhang, W. N.; Ganjurjav, H.; Liang, Y.; Gao, Q. Z.; Wan, Y. F.; Li, Y.; Baima, Y. Z.; Xirao, Z. M.",RANGELAND JOURNAL,2015,2015,37,1,89,95,10.1071/RJ14092,5,1.25
1438,A,Does lemming winter grazing impact vegetation in the Canadian Arctic?,"Bilodeau, Frederic; Gauthier, Gilles; Fauteux, Dominique; Berteaux, Dominique",POLAR BIOLOGY,Jun-14,2014,37,6,845,857,10.1007/s00300-014-1486-x,5,1
1439,A,"Differences in spatial autocorrelation (SAc), plant species richness and diversity, and plant community composition in grazed and ungrazed grasslands along a moisture gradient, North Dakota, USA","Meyers, Lindsey M.; DeKeyser, Edward S.; Norland, Jack E.",APPLIED VEGETATION SCIENCE,Jan-14,2014,17,1,53,62,10.1111/avsc.12040,5,1
1440,A,Mortality of native grasses after a summer fire in natural temperate grassland suggests ecosystem instability,"Sinclair, Steve J.; Duncan, David H.; Bruce, Matthew J.",ECOLOGICAL MANAGEMENT & RESTORATION,Jan-14,2014,15,1,91,94,10.1111/emr.12085,5,1
1441,A,The impact of 36 years of grazing management on vegetation dynamics in dune slacks,"Millett, Jonathan; Edmondson, Sally",JOURNAL OF APPLIED ECOLOGY,Dec-13,2013,50,6,1367,1376,10.1111/1365-2664.12113,5,0.83
1442,A,Herbaceous vegetation response to grazing exclusion in patches and inter-patches in semi-arid pasture and woody encroachment,"Good, M. K.; Schultz, N. L.; Tighe, M.; Reid, N.; Briggs, S. V.",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,OCT 1 2013,2013,179,,125,132,10.1016/j.agee.2013.08.002,5,0.83
1443,A,"Grazer exclusion alters plant spatial organization at multiple scales, increasing diversity","Zhang, Hui; Gilbert, Benjamin; Wang, Wenbin; Liu, Junjie; Zhou, Shurong",ECOLOGY AND EVOLUTION,Sep-13,2013,3,10,3604,3612,10.1002/ece3.743,5,0.83
1444,A,"Grazing effects on aboveground primary production and root biomass of early-seral, mid-seral, and undisturbed semiarid grassland","Milchunas, D. G.; Vandever, M. W.",JOURNAL OF ARID ENVIRONMENTS,May-13,2013,92,,81,88,10.1016/j.jaridenv.2013.01.012,5,0.83
1445,A,Predator indices from artificial nests and tracking tunnels: do they tell the same story?,"Getzlaff, Christy L.; Sievwright, Karin A.; Hickey-Elliott, Andree B.; Armstrong, Doug P.",NEW ZEALAND JOURNAL OF ECOLOGY,2013,2013,37,2,232,239,,5,0.83
1446,A,Using insect diversity for determining land restoration development: Examining the influence of grazing history on ant assemblages in rehabilitated pasture,"Williams, Elizabeth R.; Mulligan, David R.; Erskine, Peter D.; Plowman, Kristine P.",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,DEC 1 2012,2012,163,,54,60,10.1016/j.agee.2012.02.017,5,0.71
1447,A,GRAZING EXCLOSURE AND PLANTATION: A SYNCHRONIC STUDY OF TWO RESTORATION TECHNIQUES IMPROVING PLANT COMMUNITY AND SOIL PROPERTIES IN ARID DEGRADED STEPPES (ALGERIA),"Amghar, F.; Forey, E.; Margerie, P.; Langlois, E.; Brouri, L.; Kadi-Hanifi, H.",REVUE D ECOLOGIE-LA TERRE ET LA VIE,Sep-12,2012,67,3,257,269,,5,0.71
1448,A,Plant volatiles inhibit restoration of plant species communities in dry grassland,"Tsubo, Mitsuru; Nishihara, Eiji; Nakamatsu, Ken; Cheng, Yunxiang; Shinoda, Masato",BASIC AND APPLIED ECOLOGY,2012,2012,13,1,76,84,10.1016/j.baae.2011.11.005,5,0.71
1449,A,INFLUENCE OF DOMESTIC LIVESTOCK GRAZING ON AMERICAN PIKA (OCHOTONA PRINCEPS) HAYPILING BEHAVIOR IN THE EASTERN SIERRA NEVADA AND GREAT BASIN,"Millar, Constance J.",WESTERN NORTH AMERICAN NATURALIST,Nov-11,2011,71,3,425,430,10.3398/064.071.0311,5,0.63
1450,A,Density and habitat preferences of male little bustard across contrasting agro-pastoral landscapes in Sardinia (Italy),"Santangeli, Andrea; Dolman, Paul M.",EUROPEAN JOURNAL OF WILDLIFE RESEARCH,Aug-11,2011,57,4,805,815,10.1007/s10344-011-0492-3,5,0.63
1451,A,"Survival, recruitment and dynamics of Acacia drepanolobium Sj circle divide stedt seedlings at Olpejeta Conservancy, Kenya, between 1999 and 2009","Wahungu, Geoffrey M.; Mureu, Lucy K.; Kimuyu, Duncan M.; Birkett, Allan; Macharia, Paul G.; Burton, James",AFRICAN JOURNAL OF ECOLOGY,Jun-11,2011,49,2,227,233,10.1111/j.1365-2028.2010.01254.x,5,0.63
1452,A,Pastoralism within the cadastral system: Seasonal interactions and access agreements between pastoralists and non-pastoralists in Northern Kenya,"Lengoiboni, M.; van der Molen, R.; Bregt, A. K.",JOURNAL OF ARID ENVIRONMENTS,May-11,2011,75,5,477,486,10.1016/j.jaridenv.2010.12.011,5,0.63
1453,A,Managing open habitats by wild ungulate browsing and grazing: A case-study in North-Eastern Germany,"Tschoepe, Okka; Wallschlaeger, Dieter; Burkart, Michael; Tielboerger, Katja",APPLIED VEGETATION SCIENCE,Apr-11,2011,14,2,200,209,10.1111/j.1654-109X.2010.01119.x,5,0.63
1454,A,Grazing effects on species richness depends on scale: a 5-year study in Tenerife pastures (Canary Islands),"Fernandez-Lugo, S.; de Nascimento, L.; Mellado, M.; Arevalo, J. R.",PLANT ECOLOGY,Mar-11,2011,212,3,423,432,10.1007/s11258-010-9834-6,5,0.63
1455,A,Grazing by collembola affects the outcome of interspecific mycelial interactions of cord-forming basidiomycetes,"Rotheray, Timothy D.; Chancellor, Matthew; Jones, T. Hefin; Boddy, Lynne",FUNGAL ECOLOGY,Feb-11,2011,4,1,42,55,10.1016/j.funeco.2010.09.001,5,0.63
1456,A,Rehabilitation of arid rangelands Intensifying water pulses from low-intensity winter rainfall,"Hanke, W.; Grongroft, A.; Jurgens, N.; Schmiedel, U.",JOURNAL OF ARID ENVIRONMENTS,Feb-11,2011,75,2,185,193,10.1016/j.jaridenv.2010.09.002,5,0.63
1457,A,Spatial variation in the demography and population dynamics of a perennial shrub (Atriplex vesicaria) under sheep grazing in semi-arid Australian rangelands,"Hunt, L. P.",AUSTRAL ECOLOGY,Nov-10,2010,35,7,794,805,10.1111/j.1442-9993.2009.02087.x,5,0.56
1458,A,Dry season habitat use by critically endangered white-shouldered ibis in northern Cambodia,"Wright, H. L.; Buckingham, D. L.; Dolman, P. M.",ANIMAL CONSERVATION,Jan-10,2010,13,1,71,79,10.1111/j.1469-1795.2009.00301.x,5,0.56
1459,A,Feeding Preferences in Greylag Geese and the Effect of Activated Charcoal,"Van Liere, Diederik W.; Van Eekeren, Nick J. M.; Loonen, Maarten J. J. E.",JOURNAL OF WILDLIFE MANAGEMENT,Aug-09,2009,73,6,924,931,10.2193/2008-157,5,0.5
1460,A,Fine-Scale Spatial Genetic Structure in Perennial Grasses in Three Environments,"Smith, Steven E.; Arredondo, Tulio; Aguiar, Martin; Huber-Sannwald, Elisabeth; Alpuche, Angel; Aguado, Armando; Grageda, Oscar A.; Halbrook, Kandres; Bottini, Cecilia",RANGELAND ECOLOGY & MANAGEMENT,Jul-09,2009,62,4,356,363,10.2111/08-159.1,5,0.5
1461,A,"The influence of individual native trees and grazing regime on soil properties and groundcover patterns in a temperate landscape of New South Wales, Australia","Barnes, Phoebe; Wilson, Brian R.; Nadolny, Chris; Growns, Ivor",RANGELAND JOURNAL,2009,2009,31,4,405,415,10.1071/RJ09017,5,0.5
1462,A,"The spatial distribution of badgers, setts and latrines: the risk for intra-specific and badger-livestock disease transmission","Bohm, Monika; Palphramand, Kate L.; Newton-Cross, Geraldine; Hutchings, Michael R.; White, Piran C. L.",ECOGRAPHY,Aug-08,2008,31,4,525,537,10.1111/j.0906-7590.2008.05314.x,5,0.45
1463,A,Goose grazing influences the fine-scale structure of a bryophyte community in arctic wetlands,"Jasmin, Jean-Nicolas; Rochefort, Line; Gauthier, Gilles",POLAR BIOLOGY,Aug-08,2008,31,9,1043,1049,10.1007/s00300-008-0443-y,5,0.45
1464,A,Abundance and diversity of soil microarthropod communities related to different land use regime in a traditional farm in Western Norway,"Gulvik, Maria E.; Bloszyk, Jerzy; Austad, Ingvild; Bajaczyk, Rafal; Piwczynski, Dariusz",POLISH JOURNAL OF ECOLOGY,2008,2008,56,2,273,287,,5,0.45
1465,A,Die man is die hoof en vat voor: Women's attitudes to land and farming in the communal areas of Namaqualand,"Kleinbooi, K.; Lahiff, E.",JOURNAL OF ARID ENVIRONMENTS,Sep-07,2007,70,4,799,817,10.1016/j.jaridenv.2006.08.009,5,0.42
1466,A,Effects of rotational grazing on nesting ducks in California,"Carroll, L. Chantelle; Arnold, Todd W.; Beam, John A.",JOURNAL OF WILDLIFE MANAGEMENT,May-07,2007,71,3,902,905,10.2193/2005-564,5,0.42
1467,A,"Livestock, nutritive value and local knowledge of fodder trees in fragment landscapes in Chiapas, Mexico","Jimenez-Ferrer, Guillermo; Perez-Lopez, Hernan; Soto-Pinto, Lorena; Nahed-Toral, Jose; Hernandez-Lopez, Lorenzo; Carmona, Jesus",INTERCIENCIA,Apr-07,2007,32,4,274,280,,5,0.42
1468,A,Establishing vegetation on migrating inland sand dunes in Texas,"Fulbright, Timothy E.; Ortega-Santos, J. Alfonso; Lozano-Cavazos, Alejandro; Ramirez-Yanez, Luis Enrique",RANGELAND ECOLOGY & MANAGEMENT,Sep-06,2006,59,5,549,556,10.2111/06-025R1.1,5,0.38
1469,A,Effects of livestock grazing on duck nesting habitat in Utah,"West, BC; Messmer, TA",RANGELAND ECOLOGY & MANAGEMENT,Mar-06,2006,59,2,208,211,10.2111/05-118R1.1,5,0.38
1470,A,Experimental habitat fragmentation and invertebrate grazing in a herbaceous grassland species,"Stoll, Peter; Dolt, Claudine; Goverde, Marcel; Baur, Bruno",BASIC AND APPLIED ECOLOGY,2006,2006,7,4,307,319,10.1016/j.baae.2005.09.001,5,0.38
1471,A,Can spring cattle grazing among young bitterbrush stimulate shrub growth?,"Ganskopp, D; Svejcar, T; Taylor, F; Farstvedt, J",JOURNAL OF RANGE MANAGEMENT,Mar-04,2004,57,2,161,168,10.2307/4003914,5,0.33
1472,A,"The germinable soil seedbank of Eucalyptus victrix grassy woodlands at Roy Hill Station, Pilbara District, Western Australia","Graham, RA; Florentine, SK; Fox, JED; Luong, TM",RANGELAND JOURNAL,2004,2004,26,1,17,33,10.1071/RJ04002,5,0.33
1473,A,Effects of cessation of grazing on leaf-level photosynthesis of Periploca laevigata,"Castro, H; Nabais, C; Alados, CL; Freitas, H",APPLIED VEGETATION SCIENCE,Dec-03,2003,6,2,255,260,10.1658/1402-2001(2003)006[0255:EOCOGO]2.0.CO;2,5,0.31
1474,A,"The vegetation in the Villuercas region (Extremadura, Spain) and in Serra de San Mamede (Alto Alenteio, Portugal). The effect of different land use on the vegetation pattern","Orellana, JAV; De Mera, AG",PHYTOCOENOLOGIA,NOV 26 2003,2003,33,4,727,748,10.1127/0340-269X/2003/0033-0727,5,0.31
1475,A,Changes in shrub fecundity in fourwing saltbush browsed by cattle,"Cibils, AF; Swift, DM; Hart, RH",JOURNAL OF RANGE MANAGEMENT,Jan-03,2003,56,1,39,46,10.2307/4003879,5,0.31
1476,A,Defoliation effects on basal cover and productivity in perennial grasslands of Ethiopia,"Jacobs, MJ; Schloeder, CA",PLANT ECOLOGY,2003,2003,169,2,245,257,10.1023/A:1026081723022,5,0.31
1477,A,Long-term effects of changes in goose grazing intensity on arrowgrass populations: a spatially explicit model,"Mulder, CPH; Ruess, RW",JOURNAL OF ECOLOGY,Jun-01,2001,89,3,406,417,10.1046/j.1365-2745.2001.00559.x,5,0.28
1478,A,"Landscape-ecological evaluation of vegetation in relation to the forms of anthropogenic relief in the cadastre of Liptovska Teplicka village, the Nizke Tatry Mts","Ruzickova, H; Dobrovodska, M; Valachovic, M",EKOLOGIA-BRATISLAVA,1999,1999,18,4,381,400,,5,0.25
1479,A,"Soil phosphorus extractability and uptake in a Cirsio-Molinietum fen-meadow and an adjacent Holcus lanatus pasture on the culm measures, north Devon, UK","Goodwin, MJ; Parkinson, RJ; Williams, END; Tallowin, JRB",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,Oct-98,1998,70,02-Mar,169,179,10.1016/S0167-8809(98)00125-X,5,0.24
1480,A,Limpograss and hymenachne grown on flatwoods range pond margins,"Kalmbacher, R; Mullahey, J; Hill, K",JOURNAL OF RANGE MANAGEMENT,May-98,1998,51,3,282,287,10.2307/4003412,5,0.24
1481,A,Previous grazing or clipping affects seed of Indian ricegrass,"Orodho, AB; Cuany, RL; Trlica, MJ",JOURNAL OF RANGE MANAGEMENT,Jan-98,1998,51,1,37,41,10.2307/4003561,5,0.24
1482,A,IMPACT OF GRAZING ON VEGETATION DYNAMICS IN FORMER RICEFIELDS,"MESLEARD, F; LEPART, J; HAM, LT",JOURNAL OF VEGETATION SCIENCE,Oct-95,1995,6,5,683,690,10.2307/3236438,5,0.21
1483,A,EFFECTS OF FIRE ON ABUNDANCE OF ERAGROSTIS-INTERMEDIA IN A SEMIARID GRASSLAND IN SOUTHEASTERN ARIZONA,"BOCK, CE; BOCK, JH; GRANT, MC; SEASTEDT, TR",JOURNAL OF VEGETATION SCIENCE,Jun-95,1995,6,3,325,328,10.2307/3236231,5,0.21
1484,A,ECOSYSTEM CONFIGURATIONS CONSEQUENT ON THE MAXIMUM RESPIRATION HYPOTHESIS,"WASHIDA, T",ECOLOGICAL MODELLING,Apr-95,1995,78,3,173,193,10.1016/0304-3800(93)E0102-9,5,0.21
1485,A,A COMPARISON OF UNGRAZED AND LIVESTOCK-GRAZED ROCK VEGETATIONS IN CURACAO,"DEBROT, AO; DEFREITAS, JA",BIOTROPICA,Sep-93,1993,25,3,270,280,10.2307/2388785,5,0.19
1486,A,Mammal-induced trophic cascades in invertebrate food webs are modulated by grazing intensity in subalpine grassland,"Vandegehuchte, Martijn L.; Schutz, Martin; de Schaetzen, Frederic; Risch, Anita C.",JOURNAL OF ANIMAL ECOLOGY,Nov-17,2017,86,6,1434,1446,10.1111/1365-2656.12744,4,2
1487,A,"In the absence of an apex predator, irruptive herbivores suppress grass seed production: Implications for small granivores","Rees, James D.; Kingsford, Richard T.; Letnic, Mike",BIOLOGICAL CONSERVATION,Sep-17,2017,213,,13,18,10.1016/j.biocon.2017.06.037,4,2
1488,A,"An ecological connectivity network maintains genetic diversity of a flagship wildflower, Pulsatilla vulgaris","DiLeo, Michelle F.; Rico, Yessica; Boehmer, Hans Juergen; Wagner, Helene H.",BIOLOGICAL CONSERVATION,Aug-17,2017,212,,12,21,10.1016/j.biocon.2017.05.026,4,2
1489,A,Grazing moderates increases in C-3 grass abundance over seven decades across a soil texture gradient in shortgrass steppe,"Augustine, David J.; Derner, Justin D.; Milchunas, Daniel; Blumenthal, Dana; Porensky, Lauren M.",JOURNAL OF VEGETATION SCIENCE,May-17,2017,28,3,562,572,10.1111/jvs.12508,4,2
1490,A,Cattle exclusion using fencing reduces Escherichia coli (E. coli) level in stream sediment reservoirs in northeast Ireland,"Bragina, Lyubov; Sherlock, Orla; van Rossum, Arjan J.; Jennings, Eleanor",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,FEB 15 2017,2017,239,,349,358,10.1016/j.agee.2017.01.021,4,2
1491,A,Tradeoffs between forage quality and soil fertility: Lessons from Himalayan rangelands,"Niu, Kechang; He, Jin-sheng; Zhang, Shiting; Lechowicz, Martin J.",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,OCT 16 2016,2016,234,,31,39,10.1016/j.agee.2016.04.023,4,1.33
1492,A,Grazing-induced shifts in community functional composition and soil nutrient availability in Tibetan alpine meadows,"Niu, Kechang; He, Jin-Sheng; Lechowicz, Martin J.",JOURNAL OF APPLIED ECOLOGY,Oct-16,2016,53,5,1554,1564,10.1111/1365-2664.12727,4,1.33
1493,A,Deer herbivory affects the functional diversity of forest floor plants via changes in competition-mediated assembly rules,"Nishizawa, Keita; Tatsumi, Shinichi; Kitagawa, Ryo; Mori, Akira S.",ECOLOGICAL RESEARCH,Jul-16,2016,31,4,569,578,10.1007/s11284-016-1367-6,4,1.33
1494,A,Effects of Intermediate-Term Grazing Rest on Sagebrush Communities with Depleted Understories: Evidence of a Threshold,"Davies, K. W.; Bates, J. D.; Boyd, C. S.",RANGELAND ECOLOGY & MANAGEMENT,May-16,2016,69,3,173,178,10.1016/j.rama.2016.01.002,4,1.33
1495,A,Food plots as a habitat management tool: forage production and ungulate browsing in adjacent forest,"Mansson, Johan; Roberge, Jean-Michel; Edenius, Lars; Bergstrom, Roger; Nilsson, Lovisa; Lidberg, Maria; Komstedt, Karl; Ericsson, Goran",WILDLIFE BIOLOGY,Sep-15,2015,21,5,246,253,10.2981/wlb.00019,4,1
1496,A,Diverse responses across soil parent materials during ecological restoration,"Abella, Scott R.; Crouse, Joseph E.; Covington, W. Wallace; Springer, Judith D.",RESTORATION ECOLOGY,Mar-15,2015,23,2,113,121,10.1111/rec.12160,4,1
1497,A,Experimental evidence that even minor livestock trampling has severe effects on land snail communities in forest remnants,"Denmead, Lisa H.; Barker, Gary M.; Standish, Rachel J.; Didham, Raphael K.",JOURNAL OF APPLIED ECOLOGY,Feb-15,2015,52,1,161,170,10.1111/1365-2664.12370,4,1
1498,A,Stand Persistence and Forage Yield of 11 Alfalfa (Medicago sativa) Populations in Semiarid Rangeland,"Misar, Christopher G.; Xu, Lan; Gates, Roger N.; Boe, Arvid; Johnson, Patricia S.",RANGELAND ECOLOGY & MANAGEMENT,Jan-15,2015,68,1,79,85,10.1016/j.rama.2014.12.012,4,1
1499,A,Cattle Responses to a Type of Virtual Fence,"Umstatter, Christina; Morgan-Davies, Justin; Waterhouse, Tony",RANGELAND ECOLOGY & MANAGEMENT,Jan-15,2015,68,1,100,107,10.1016/j.rama.2014.12.004,4,1
1500,A,Scale-dependent effects of grazing and topographic heterogeneity on plant species richness in a Dutch salt marsh ecosystem,"Ruifrok, Jasper L.; Postma, Froukje; Olff, Han; Smit, Christian",APPLIED VEGETATION SCIENCE,Oct-14,2014,17,4,615,624,10.1111/avsc.12107,4,0.8
1501,A,The impact of grazing management on Orthoptera abundance varies over the season in Mediterranean steppe-like grassland,"Fonderflick, Jocelyn; Besnard, Aurelien; Beuret, Aurore; Dalmais, Mathieux; Schatz, Bertrand",ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,Oct-14,2014,60,,7,16,10.1016/j.actao.2014.07.001,4,0.8
1502,A,Does the Aboveground Herbivore Assemblage Influence Soil Bacterial Community Composition and Richness in Subalpine Grasslands?,"Hodel, Melanie; Schuetz, Martin; Vandegehuchte, Martijn L.; Frey, Beat; Albrecht, Matthias; Busse, Matt D.; Risch, Anita C.",MICROBIAL ECOLOGY,Oct-14,2014,68,3,584,595,10.1007/s00248-014-0435-0,4,0.8
1503,A,The impact of land use on woody plant cover and species composition on the Grahamstown municipal commonage: implications for South Africa's land reform programme,"Puttick, James R.; Hoffman, M. Timm; Gambiza, James",AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE,2014,2014,31,2,123,133,10.2989/10220119.2014.910835,4,0.8
1504,A,"IMPACT OF LIVESTOCK GRAZING ON PLANT AND SMALL MAMMAL COMMUNITIES IN THE RUBY MOUNTAINS, NORTHEASTERN NEVADA","Rickart, Eric A.; Bienek, Klaus G.; Rowe, Rebecca J.",WESTERN NORTH AMERICAN NATURALIST,Dec-13,2013,73,4,505,515,10.3398/064.073.0403,4,0.67
1505,A,A manipulative study of macroinvertebrate grazers in Hong Kong streams: do snails compete with insects?,"Yeung, Alex C. Y.; Dudgeon, David",FRESHWATER BIOLOGY,Nov-13,2013,58,11,2299,2309,10.1111/fwb.12210,4,0.67
1506,A,Re-establishment of Calluna vulgaris (L.) Hull in an eight-year grazing experiment on upland acid grassland,"Critchley, C. Nigel R.; Mitchell, Ruth J.; Rose, Rob J.; Griffiths, J. Bernard; Jackson, Emily; Scott, Heather; Davies, Owen D.",JOURNAL FOR NATURE CONSERVATION,Feb-13,2013,21,1,22,30,10.1016/j.jnc.2012.08.005,4,0.67
1507,A,"Responses of vegetation to different land-use histories involving grazing and fire in the North-east Patagonian Monte, Argentina","Peter, Guadalupe; Alejandra Funk, Flavia; Torres Robles, Silvia Susana",RANGELAND JOURNAL,2013,2013,35,3,273,283,10.1071/RJ12093,4,0.67
1508,A,Impact of grazing on the floristic diversity of arid rangelands in South Tunisia,"Gamoun, Mouldi; Belgacem, Azaiez Ouled; Hanchi, Belgacem; Neffati, Mohamed; Gillet, Francois",REVUE D ECOLOGIE-LA TERRE ET LA VIE,Sep-12,2012,67,3,271,282,,4,0.57
1509,A,Shrub hummocks as foci for small animal disturbances in an encroached shrubland,"Daryanto, S.; Eldridge, D. J.",JOURNAL OF ARID ENVIRONMENTS,May-12,2012,80,,35,39,10.1016/j.jaridenv.2011.12.001,4,0.57
1510,A,"INFLUENCE OF GRAZING EXCLUSION ON SOIL MACRO-INVERTEBRATE DIVERSITY IN DEGRADED SANDY GRASSLAND (INNER MONGOLIA, CHINA)","Liu, Ren-Tao; Zhao, Ha-Lin; Zhao, Xue-Yong",POLISH JOURNAL OF ECOLOGY,2012,2012,60,2,375,385,,4,0.57
